student_id,student_name,course_name,login_frequency_per_week,avg_session_duration_min,video_completion_pct,quiz_attempts,forum_posts,weekend_activity_pct,preferred_time_slot,engagement_tier,completed_course
S2247,Nida Farooqui,Deep Learning Fundamentals,3.3,66.7,91.2,11,10.0,37.6,Night,High,No
S2208,Yusuf Sheikh,SQL Mastery,5.9,68.3,80.7,7,10.0,52.8,Night,High,Yes
S2091,Sadia Iqbal,Business Analytics,3.3,30.3,41.9,5,0.0,36.6,Morning,Medium,Yes
S2264,Sadia Sheikh,Data Science,4.2,26.3,44.4,7,4.0,24.7,Afternoon,Medium,No
S2040,Saad Baig,Data Science,4.8,41.5,100.0,11,10.0,39.7,Night,High,Yes
S2087,Mariam Chaudhry,Machine Learning,4.6,62.9,100.0,10,7.0,39.2,Night,High,Yes
S2182,Nida Iqbal,Deep Learning Fundamentals,1.1,13.0,16.2,0,1.0,9.7,Morning,Low,No
S2300,Nida Abbasi,Business Analytics,1.6,27.3,17.0,2,1.0,37.0,Evening,Low,No
S2146,Zainab Iqbal,Machine Learning,2.2,2.0,25.8,0,0.0,19.8,Afternoon,Low,No
S2159,Fatima Farooqui,Machine Learning,1.7,7.7,41.4,2,0.0,21.5,Morning,Low,No
S2333,Sarah Malik,Deep Learning Fundamentals,3.7,44.9,74.7,3,5.0,7.1,Night,Medium,No
S2324,Zain Rizvi,Data Science,3.4,49.7,64.3,6,2.0,46.8,Night,Medium,No
S2297,Ahmed Iqbal,Python for Beginners,1.0,61.5,51.1,3,3.0,24.3,Evening,Medium,No
S2282,Nida Malik,Power BI & Tableau,5.1,41.1,50.9,3,0.0,59.6,Afternoon,Medium,Yes
S2201,Imran Malik,Data Science,6.1,61.7,73.5,7,2.0,47.8,Night,High,Yes
S2072,Hamza Warsi,SQL Mastery,1.9,3.9,34.7,1,1.0,23.1,Morning,Low,Yes
S2311,Sarah Ansari,Power BI & Tableau,3.2,44.8,55.0,7,5.0,29.3,Evening,Medium,Yes
S2353,Hina Malik,Machine Learning,1.9,32.1,53.9,3,5.0,22.5,Evening,Medium,Yes
S2293,Amina Khan,Deep Learning Fundamentals,4.8,50.0,98.3,8,10.0,22.6,Night,High,Yes
S2320,Zainab Sheikh,Python for Beginners,2.7,48.8,72.5,7,5.0,29.7,Night,Medium,Yes
S2379,Zain Ansari,SQL Mastery,4.7,75.7,77.5,6,4.0,2.8,Evening,High,Yes
S2315,Sadia Khan,Business Analytics,0.3,20.3,27.9,2,2.0,0.0,Night,Low,No
S2134,Hina Warsi,Python for Beginners,2.2,39.7,54.1,4,3.0,1.4,Night,Medium,Yes
S2061,Usman Sheikh,Machine Learning,2.1,31.6,44.6,7,0.0,55.1,Afternoon,Medium,No
S2306,Sana Rizvi,Data Science,5.4,52.9,91.8,10,3.0,19.8,Night,High,Yes
S2391,Rabia Iqbal,Data Science,1.4,35.9,40.3,0,0.0,0.0,Morning,Low,No
S2101,Amina Rashid,Deep Learning Fundamentals,2.5,31.2,71.8,6,4.0,17.9,Morning,Medium,Yes
S2020,Yusuf Khan,Power BI & Tableau,2.7,36.0,75.5,6,4.0,40.1,Afternoon,Medium,Yes
S2326,Imran Siddiqui,Data Science,2.8,33.0,63.5,4,3.0,26.4,Afternoon,Medium,Yes
S2378,Bilal Warsi,SQL Mastery,0.5,6.1,14.0,2,0.0,21.5,Evening,Low,Yes
S2265,Nida Rizvi,Python for Beginners,0.3,26.8,24.4,0,0.0,27.5,Night,Low,No
S2277,Sadia Hashmi,Deep Learning Fundamentals,2.4,52.3,64.0,3,2.0,49.7,Night,Medium,Yes
S2009,Zoya Malik,SQL Mastery,4.6,45.5,76.9,6,9.0,16.9,Morning,High,Yes
S2284,Adeel Chaudhry,Machine Learning,3.5,19.1,48.5,5,5.0,55.3,Morning,Medium,Yes
S2093,Saad Warsi,Data Science,3.5,36.1,79.8,6,2.0,17.9,Afternoon,Medium,Yes
S2253,Zoya Ansari,SQL Mastery,0.7,13.6,54.3,3,1.0,27.9,Afternoon,Low,No
S2033,Iqra Chaudhry,Deep Learning Fundamentals,6.2,47.8,78.0,8,2.0,39.8,Afternoon,High,Yes
S2136,Hina Warsi,Machine Learning,4.9,60.8,100.0,7,14.0,45.2,Morning,High,No
S2023,Mariam Chaudhry,Data Science,4.2,34.0,61.0,7,2.0,20.0,Evening,Medium,Yes
S2063,Mariam Rizvi,Business Analytics,4.6,35.4,47.7,7,5.0,25.2,Evening,Medium,Yes
S2393,Adeel Hashmi,SQL Mastery,4.6,50.8,83.7,6,10.0,51.1,Afternoon,High,Yes
S2216,Kashif Sheikh,Data Science,2.4,8.0,20.1,2,0.0,13.9,Night,Low,No
S2348,Iqra Sheikh,SQL Mastery,2.6,39.8,57.3,3,1.0,19.8,Evening,Medium,Yes
S2346,Yusuf Iqbal,Power BI & Tableau,5.3,22.5,50.9,7,5.0,49.7,Night,Medium,No
S2258,Laiba Ansari,Business Analytics,1.8,15.0,39.5,2,0.0,13.8,Morning,Low,No
S2053,Hina Iqbal,Data Science,5.1,64.4,100.0,6,10.0,27.5,Morning,High,Yes
S2390,Rayyan Chaudhry,Deep Learning Fundamentals,6.2,21.4,92.2,10,3.0,31.4,Afternoon,High,Yes
S2174,Nida Farooqui,Python for Beginners,3.4,34.5,41.3,6,2.0,15.5,Night,Medium,Yes
S2036,Sarah Abbasi,Data Science,6.4,63.6,91.9,9,8.0,9.8,Night,High,Yes
S2179,Zain Hashmi,Power BI & Tableau,3.4,34.0,89.1,7,4.0,41.1,Evening,Medium,Yes
S2168,Bilal Baig,Power BI & Tableau,3.3,28.7,31.8,6,3.0,31.2,Morning,Medium,Yes
S2227,Waqas Malik,Power BI & Tableau,0.6,18.8,30.0,3,0.0,7.9,Night,Low,No
S2121,Kashif Sheikh,Machine Learning,3.3,51.2,60.2,6,3.0,17.5,Evening,Medium,Yes
S2276,Saad Rizvi,Data Science,5.5,46.2,72.5,6,7.0,69.9,Night,High,No
S2045,Sana Chaudhry,SQL Mastery,6.1,68.4,87.3,9,7.0,44.7,Evening,High,No
S2301,Sadia Sheikh,Deep Learning Fundamentals,1.4,30.6,17.1,0,1.0,0.0,Night,Low,No
S2077,Bilal Hashmi,Data Science,4.3,27.6,68.7,5,3.0,15.8,Evening,Medium,No
S2209,Sadia Khan,Power BI & Tableau,4.2,42.8,66.4,7,4.0,19.0,Evening,Medium,Yes
S2213,Talha Abbasi,Machine Learning,1.6,29.9,65.0,3,5.0,41.9,Night,Medium,Yes
S2268,Adeel Khan,Power BI & Tableau,1.2,26.0,33.7,1,1.0,0.9,Morning,Low,No
S2312,Rabia Rizvi,Power BI & Tableau,3.5,40.5,94.3,10,8.0,20.5,Afternoon,High,Yes
S2217,Mahnoor Chaudhry,Python for Beginners,4.3,63.0,84.2,10,13.0,51.8,Evening,High,Yes
S2356,Imran Iqbal,SQL Mastery,5.0,75.7,90.2,11,14.0,38.8,Afternoon,High,Yes
S2010,Laiba Warsi,Power BI & Tableau,2.1,10.9,51.0,0,1.0,0.0,Night,Low,No
S2345,Kashif Farooqui,Deep Learning Fundamentals,3.2,49.5,53.8,5,3.0,58.0,Evening,Medium,No
S2384,Hina Iqbal,Business Analytics,1.3,7.2,24.1,0,1.0,20.5,Night,Low,No
S2286,Faisal Farooqui,Python for Beginners,6.3,69.0,80.0,8,9.0,48.7,Night,High,Yes
S2296,Usman Malik,SQL Mastery,4.2,51.4,78.4,6,13.0,45.2,Afternoon,High,Yes
S2105,Adeel Qureshi,Machine Learning,4.1,33.3,63.7,4,1.0,47.0,Evening,Medium,Yes
S2313,Saad Baig,Deep Learning Fundamentals,2.6,13.5,36.3,0,0.0,8.8,Night,Low,No
S2355,Nida Abbasi,Python for Beginners,1.3,16.9,27.7,2,1.0,19.8,Afternoon,Low,No
S2400,Nida Ansari,Data Science,3.2,38.5,52.6,3,4.0,31.3,Afternoon,Medium,Yes
S2092,Saad Sheikh,Business Analytics,5.6,53.9,72.7,9,3.0,35.8,Afternoon,High,Yes
S2183,Sadia Abbasi,Business Analytics,1.6,42.5,50.7,3,0.0,17.7,Evening,Medium,Yes
S2316,Yusuf Abbasi,SQL Mastery,5.8,44.4,85.6,9,3.0,37.3,Evening,High,No
S2372,Zainab Chaudhry,Data Science,0.8,9.0,8.1,1,0.0,0.0,Evening,Low,No
S2173,Hina Baig,Power BI & Tableau,6.4,58.4,82.5,8,2.0,27.5,Morning,High,Yes
S2233,Rayyan Farooqui,Machine Learning,0.0,20.0,23.6,2,0.0,15.3,Night,Low,No
S2037,Sadia Rizvi,Power BI & Tableau,0.8,16.5,29.2,0,1.0,0.0,Night,Low,No
S2157,Sadia Rizvi,Machine Learning,1.0,50.9,67.0,5,4.0,13.9,Morning,Medium,Yes
S2003,Kashif Qureshi,Data Science,4.9,36.5,55.4,7,4.0,60.4,Afternoon,Medium,No
S2243,Mahnoor Siddiqui,Power BI & Tableau,3.7,46.3,61.4,6,3.0,39.3,Evening,Medium,Yes
S2309,Rabia Rizvi,Power BI & Tableau,4.4,52.4,81.3,7,13.0,41.9,Night,High,Yes
S2290,Hina Siddiqui,SQL Mastery,3.0,10.7,72.8,6,0.0,10.5,Afternoon,Medium,No
S2049,Ayesha Rizvi,Python for Beginners,3.2,37.3,74.1,4,0.0,27.5,Evening,Medium,Yes
S2142,Mariam Siddiqui,SQL Mastery,2.1,18.1,23.5,2,1.0,0.0,Evening,Low,No
S2224,Hamza Hashmi,Power BI & Tableau,1.9,33.2,74.3,7,5.0,49.4,Night,Medium,Yes
S2184,Sana Siddiqui,Python for Beginners,4.1,26.7,42.4,5,3.0,18.1,Evening,Medium,Yes
S2332,Sarah Farooqui,Power BI & Tableau,1.7,3.4,49.1,0,0.0,14.1,Morning,Low,No
S2362,Iqra Chaudhry,Data Science,3.7,46.2,70.2,6,5.0,28.4,Evening,Medium,Yes
S2161,Mariam Hashmi,Data Science,4.3,42.3,82.7,6,3.0,32.4,Night,Medium,No
S2337,Kashif Rashid,Deep Learning Fundamentals,0.4,17.0,36.3,1,0.0,22.7,Night,Low,No
S2220,Sadia Baig,Data Science,3.6,45.0,69.9,4,2.0,54.4,Night,Medium,No
S2100,Yusuf Warsi,Machine Learning,2.2,20.9,32.0,2,1.0,22.3,Afternoon,Low,No
S2236,Waqas Siddiqui,SQL Mastery,1.3,2.0,29.7,0,1.0,22.1,Morning,Low,Yes
S2118,Adeel Siddiqui,Power BI & Tableau,2.0,26.7,43.2,3,4.0,39.2,Night,Medium,Yes
S2342,Yusuf Warsi,Machine Learning,1.3,16.1,21.0,2,0.0,31.0,Night,Low,No
S2002,Fatima Sheikh,Data Science,1.7,12.9,25.1,0,1.0,0.0,Afternoon,Low,Yes
S2114,Sarah Hashmi,Deep Learning Fundamentals,0.7,17.4,40.9,0,0.0,16.5,Night,Low,No
S2374,Usman Sheikh,Data Science,1.6,24.7,26.7,0,0.0,19.6,Morning,Low,No
S2175,Talha Farooqui,Deep Learning Fundamentals,2.1,28.5,39.0,1,0.0,25.4,Afternoon,Low,No
S2254,Laiba Sheikh,Business Analytics,4.1,59.1,89.7,8,13.0,22.3,Afternoon,High,Yes
S2382,Talha Rashid,Deep Learning Fundamentals,4.7,61.3,82.8,6,8.0,45.7,Evening,High,Yes
S2185,Ayesha Khan,Python for Beginners,3.0,36.1,63.7,3,3.0,47.6,Afternoon,Medium,Yes
S2166,Saad Ansari,Power BI & Tableau,5.7,54.9,83.4,8,14.0,52.6,Evening,High,Yes
S2275,Sana Warsi,Deep Learning Fundamentals,2.8,34.9,54.9,3,0.0,35.1,Night,Medium,No
S2193,Zoya Rashid,Python for Beginners,3.4,60.1,76.0,10,3.0,32.9,Afternoon,High,Yes
S2001,Yusuf Khan,Power BI & Tableau,1.1,26.7,29.1,2,0.0,53.4,Morning,Low,No
S2055,Mariam Khan,Business Analytics,0.0,15.8,39.7,1,1.0,6.0,Evening,Low,Yes
S2029,Ahmed Baig,Business Analytics,5.4,41.6,84.3,8,13.0,9.1,Morning,High,Yes
S2207,Hamza Chaudhry,Machine Learning,4.1,30.5,57.3,3,1.0,7.7,Morning,Medium,Yes
S2050,Sarah Khan,Python for Beginners,4.0,40.5,38.7,3,5.0,29.6,Night,Medium,No
S2351,Laiba Khan,Business Analytics,7.0,55.0,77.6,8,5.0,22.8,Evening,High,Yes
S2021,Ayesha Rashid,Power BI & Tableau,4.1,26.7,62.2,6,2.0,36.8,Night,Medium,No
S2294,Ahmed Farooqui,Data Science,3.3,29.3,54.5,4,5.0,34.0,Afternoon,Medium,Yes
S2177,Laiba Ansari,Python for Beginners,2.7,36.7,35.1,4,1.0,28.1,Night,Medium,No
S2336,Ahmed Hashmi,Python for Beginners,3.0,40.2,59.5,6,2.0,44.0,Night,Medium,Yes
S2034,Talha Hashmi,SQL Mastery,5.9,54.1,96.8,7,7.0,34.8,Evening,High,Yes
S2172,Zoya Rashid,Deep Learning Fundamentals,2.1,16.6,21.5,1,1.0,9.6,Afternoon,Low,No
S2008,Sarah Rizvi,Power BI & Tableau,2.9,23.2,78.0,5,4.0,25.8,Afternoon,Medium,Yes
S2319,Bilal Chaudhry,Machine Learning,3.9,31.6,51.2,3,0.0,28.0,Afternoon,Medium,Yes
S2340,Iqra Abbasi,Machine Learning,5.3,69.7,64.9,9,2.0,21.3,Evening,High,Yes
S2107,Ahmed Ansari,Business Analytics,3.8,53.4,100.0,7,14.0,31.9,Afternoon,High,Yes
S2098,Hamza Baig,Deep Learning Fundamentals,1.0,7.7,25.9,1,0.0,14.4,Afternoon,Low,Yes
S2111,Ahmed Ansari,SQL Mastery,0.9,2.0,23.7,1,0.0,9.8,Evening,Low,No
S2361,Amina Malik,Machine Learning,3.2,22.0,54.0,5,3.0,44.9,Evening,Medium,No
S2070,Omar Farooqui,Machine Learning,7.0,48.8,81.2,10,2.0,43.5,Morning,High,Yes
S2347,Ayesha Malik,Data Science,5.7,56.6,100.0,10,10.0,30.8,Morning,High,Yes
S2130,Waqas Iqbal,Python for Beginners,6.4,63.0,99.8,10,11.0,54.8,Night,High,Yes
S2317,Mariam Qureshi,Business Analytics,0.6,13.1,36.1,1,1.0,16.6,Morning,Low,No
S2259,Laiba Malik,Data Science,4.8,26.4,65.7,3,3.0,25.9,Morning,Medium,Yes
S2323,Saad Farooqui,Power BI & Tableau,4.5,67.3,87.9,11,7.0,54.8,Evening,High,Yes
S2151,Sarah Baig,Python for Beginners,2.2,45.8,53.8,6,1.0,7.6,Evening,Medium,No
S2338,Sadia Chaudhry,SQL Mastery,5.2,36.0,71.1,8,4.0,36.2,Afternoon,High,Yes
S2027,Yusuf Malik,Machine Learning,1.3,7.8,24.8,2,0.0,10.8,Evening,Low,No
S2094,Rayyan Iqbal,Data Science,2.5,36.1,60.7,5,3.0,27.0,Morning,Medium,Yes
S2149,Ahmed Baig,Machine Learning,2.2,26.9,43.2,1,1.0,5.6,Afternoon,Low,No
S2120,Mahnoor Ansari,Data Science,4.2,24.0,55.1,5,0.0,37.9,Morning,Medium,Yes
S2139,Sadia Rizvi,Data Science,3.7,56.9,98.6,8,6.0,31.5,Night,High,Yes
S2170,Omar Ansari,SQL Mastery,0.7,16.4,26.4,3,0.0,22.6,Afternoon,Low,No
S2364,Imran Qureshi,SQL Mastery,2.2,36.7,74.2,4,0.0,31.5,Night,Medium,Yes
S2203,Zainab Qureshi,Data Science,1.9,11.9,42.2,2,0.0,7.9,Evening,Low,No
S2148,Kashif Rizvi,Deep Learning Fundamentals,3.5,27.5,55.3,5,4.0,19.3,Evening,Medium,Yes
S2278,Zain Sheikh,Business Analytics,1.7,20.1,42.9,0,0.0,25.9,Afternoon,Low,Yes
S2257,Hamza Ansari,SQL Mastery,5.9,56.4,94.7,11,13.0,33.5,Afternoon,High,Yes
S2132,Mariam Chaudhry,Machine Learning,1.7,23.5,40.4,0,1.0,14.9,Afternoon,Low,No
S2250,Zainab Rizvi,Python for Beginners,5.1,45.0,88.5,6,4.0,36.1,Morning,High,Yes
S2153,Mahnoor Qureshi,Machine Learning,1.0,19.5,5.2,2,0.0,26.0,Night,Low,No
S2363,Sana Khan,Power BI & Tableau,5.8,57.0,89.6,8,10.0,55.7,Evening,High,Yes
